tweet_id,label,tweet_text
1349888847136616450,3,It happened!!!! #CovidVaccine  #PfizerBioNTech #IGotMyVaccineAtUHN  #UHN https://t.co/QrwNYiixEv
1382451438488596483,2,Got my first dose of the Moderna vaccine. I’m not sure it’s working - Jeff Bezos hasn’t sent in my check. Is this thing on?? #sarcasm #getvaccinated #moderna #COVID19Vaccine
1383173353461018627,2,"TRICARE’s #GotYour6! The safety of you and your family are our top priority. On April 19, #Pfizer and #Moderna vaccine appointments will be open to all who are eligible and authorized to receive a vaccine at @DeptofDefense sites. Visit: https://t.co/yCGgjJcCUu
 #COVIDVaccine https://t.co/MQZHM42xeT"
1381894113541320711,2,"Russia's Covid vaccine Sputnik V has been cleared for emergency use by the Drugs Controller General of India.
#SputnikV #COVID19 #Russia #India #Emergency #EmergencyMedicine https://t.co/agrcdBKaRk"
1384084122402910214,3,"@catcheronthesly Let us change the goal post. So now this is between you and me and not related to CONG or MMS

Yes, like COVAXIN, they should have given emergency approval to #SputnikV and maybe others and should have allowed people to pay and get #vaccinated with #vaccine of their choice"
1381580811426664454,2,"#SputnikV gets approval within 2 days of @RahulGandhi's suggestion of fast tracking approval of other vaccines as per norms!

After mocking @RahulGandhi, Modi govt does exactly what he suggested.

Resignation Prasad should apologise and resign now!"
1374478039719895043,3,Just got my first vaccine!! #Moderna Mahalo to @HawaiiDOH for running such a smooth clinic in Kona! #CovidVaccine
1374974357131251712,2,"#Sinovac vaccine for 22 provinces 
 @BangkokPostNews #Thailand 
https://t.co/EdsZwBHLad"
1359453312240652293,2,"#MediaFocus #Hungary is set to receive its first shipment of the Chinese coronavirus jab #Sinopharm by the end of the month, Dailymail reported. #vaccine #China https://t.co/oTrNSeVX9U"
1339183372560707584,3,"Starting today, a new chapter begins at my hospital @MaimonidesMC filled with hopes to end dark COVID times &amp; joy of celebrating life.
#CovidVaccine #PfizerBioNTech #mrnavaccine #COVIDends"
1381551830270889984,2,"DCGI will decide on the SEC recommendation for #SputnikV
Dr Reddy's, which has collaborated with Russia's sovereign fund RDIF, conducted the bridge trial for Sputnik V and has applied for emergency use. If approved by DCGI, this will be the third vaccine to be available in India https://t.co/Tgfba3hdMu"
1383814411014459402,3,"Researchers said the risk of cerebral venous thrombosis from the #Covid was approximately:
?10 times higher compared to messenger RNA vaccines.
?8 times higher compared to the #oxfordastrazeneca vaccine"
1367528909089161218,2,"Well this should decide the first country to send left-over UK #oxfordastrazeneca  + other vaccines to.  Our good friends in #Australia. 
Allies. 5 eyes. Family ties. https://t.co/zKBxhVLDjq"
1382143041570443264,3,Just got my second #Moderna #COVID19 shot. It was empty Thursday opens to everyone. Go #GetVaccinated #CovidVaccine #COVID19Vaccination It’s everybody’s turn now. https://t.co/seGfT6Kuos
1383892987063590915,2,This guy just got his first dose of the Moderna vaccine today! I am now halfway closer to getting back to Lawrence! #moderna #SleeveUpJoCo
1382992046684835843,2,"Anti-#covid19 update:

??India becomes 6??0??th country to authorise use of @sputnikvaccine;
?India set to produce 5??0?? mln doses of ??#vaccine per month by summer;
??Serbia starts #SputnikV production.

#StaySafe #StopCovid19 https://t.co/xSqMYT2eqj"
1384319833630646272,2,"@LINDAINLIGHT @normanswan #AstraZenica has substantially lower efficacy than #Pfizer or #Moderna While blood clot deaths are rare, there have been some across all age groups vaccinated, including those aged 55+"
1371358829565317120,3,"The AstraZeneca vaccine causing blood clots?! What such nonsense! ? My mother had her shot of it two weeks ago and only got a headache and fatigue after it, and is now right as rein! ? #CovidVaccine #oxfordastrazeneca"
1374986910762856457,2,"Global #COVID19 cases have surpassed 124 million, with over 2.7 million deaths. The #US remains the worst-hit nation, its cases have topped 30 million. #Zimbabwean President Emmerson Mnangagwa has received his first shot of China’s #Sinovac vaccine. https://t.co/ZxngT88ryj"
1382918358279020545,2,"Modi Government go ahead in production of #Covaxin to #Maharashtra Govt 
It's #BharatBiotech vaccine now said company too can produce but this also will take time"
1376653379863158786,3,"...and in other news, just got my first dose of the Modern COVID-19 vaccination. Tiny needle, didn't feel a thing, and I'm feeling absolutely fine afterwards.

Take *that*, you evil little bastard.

#Moderna #COVID19Vaccine"
1378618274989146122,2,The govt was pushed to corner to ban the Russian #SputnikV vaccine in KE &amp; only accept the UK #AstraZenaca little did they know the master will issue threats against KE. We should allow all vaccines to be sold in KE &amp; end the colonial monopoly of UK. #KenyaVsUK Nanyuki Kibaki
1372909561426808832,3,First dose in affect !!! ??#Moderna #COVID19Vaccine https://t.co/WbhekeZe9P
1365439345675632647,2,FWIW: I’ll go with the 2- shots of either #Pfizer or #Moderna. J&amp;J isn’t as effective with one shot. Better efficacy is worth having to go through two rounds of shots. #COVID19Vaccine
1358508230478036993,3,Got my first jab ?yesterday and joined the 12 million that have had theirs. Amazing organisation at local GP. #covid_19 #vaccine #vaccination #astrazeneca #oxfordastrazeneca https://t.co/RhuIl8XPTT
1371917621273235461,2,Got my first Moderna shot yesterday! Ask me how it went! #moderna #vaccine
1370389457325715457,2,#COVID19 #vaccine access protest yesterday outside #Moderna in Kendall Square https://t.co/vX6JDakasU
1377337313357787136,2,"I bet he would love the ""worst case scenario""... and #PfizerBioNTech too... https://t.co/cX6zghBzSq"
1373577427885064192,2,".@AAICLAS_in team under guidance of @KekuGazder &amp; in close coordination &amp; support of @MoCA_GoI has been working relentlessly towards #vaccinedelivery since Jan 13 as #DCGI gave emergency use authorization to #Covishield &amp; #Covaxin
Tune in tmrw @ 2PM CET for an ITW with Mr. Gazder https://t.co/HpsznWlw0g"
1369655441656004608,2,"#GoodMorning Tweeps!
I woke up feeling very well AGAIN this morning! I’m beginning to wonder if the #Moderna vaccine also fights #LongCovid symptoms. I still have them, and I absolutely crash around 4pm, but something is going on..

I also woke up with  ??Fanta??in my head ? https://t.co/xtvox6E5hO"
1373226605892546560,2,"Pakistan is using #Sinopharm . This is the process
After 1st dose, person has to wait for 21 days to get 2nd dose. After 2nd dose, wait 14 days for vaccine to make antibodies

PERSON CAN GET #COVID  EVEN AFTER VACCINATION. VACCINATION DOES NOT MEAN  YOU WILL  NOT GET #coronavirus"
1366266756063371265,2,"Heartiest congratulations Sir, you always lead from front and yes you have taken the vaccine when your turn actually came. You did not take advantage of your position and took vaccine earlier or out of turn. ? #Covaxin #AatmanirbharBharat #IndiaFightsCorona https://t.co/YTAbqkFYTA"
1379418353182343171,2,"#AmericaFirst, no matter if people in 3rd world countries die from #Covid19 and its mutations like flies, because #Moderna and #JohnsonandJohnson remain only in the #USA.
Nothing has changed. https://t.co/FiHtZ6GHXX"
1373765076424003589,2,"@GuidoFawkes perhaps a trial run for the new Ranger Regt, Tier 2, to recover about 15 million doses of #OxfordAstraZeneca ?"
1377186819431747591,2,"#US and #Germany lead R&amp;D funding... 

#Covid #AstraZeneca #Pfizer #Moderna #UK

https://t.co/HtWjPBA73F"
1370001598441783301,2,Russia to restrict @Twitter over failure to remove banned content. @RollsRoyce reports £4bn loss as pandemic shakes jet-engine maker. Spain's Zendal may produce #SputnikV vaccine. Big Tech's battle to fight pandemic misinformation in the #EU isn't enough. https://t.co/S7o0KsUwkf
1381847601729961989,3,"#India has approved the use of the Russian #SputnikV  #COVID-19 vaccine, the Russian Direct Investment Fund (RDIF) said on Monday
#COVID19 #CovidVaccine 
#OmanObserver #Oman

https://t.co/V298Qu794m"
1367361651641638914,2,"@OmarChughtai any update on Sputnik?
#coronavirus #CoronavirusVaccine #SputnikV"
1381845698438594560,3,"#India gets 3rd #COVID19 vaccine as DCGI today approved #SputnikV vaccine for emergency use, making it the third COVID-19 vaccine to be registered in India. https://t.co/80uJOhd633"
1382390724956667907,3,I got my first #Moderna shot today! https://t.co/3FsTTUYs9s
1366407331316043779,2,Two days and a few Tylenol later I am feeling much better today.  #Moderna
1383444900088147968,3,Just got my first dose of the #Moderna vaccine!
1370646995459772416,2,"For my nostalgic lebanese bros, remember this old lebanese TV ad  #ChouBattaritak ?This will get you singing all day long? ??https://t.co/uHCjuoKTke 
#SinOvac #RayOvac https://t.co/QVdSBsRg3v https://t.co/UkMPN5y62J"
1371810820628299777,2,"India's defense budget is 100 billion $ while Pakistan's budget is 11 billion $. If your enemy is stronger than you, you will teach children that weapons and missiles are useless. Let's kill the enemy with a slingshot?
Think wisely. Everything will happen if you exist.#Sinopharm"
1367006547247702018,2,"Answers r 1. Not fake
2. Not fake.
3. Fake
Lootttttoooooooo
play now!
https://t.co/0cDDPxBVbR
#myntra, #BigCityGreens , #Covaxin , #FAUG , #pubgmobileindia ,
# flipkart, #paytmholi, #paytmkaro https://t.co/TUfsuJhtlr"
1373736465117548545,3,Guess who got vaccinated!? #Moderna shot 1 out of 2! #VaccinesSaveLives #CovidVaccine https://t.co/XquFx612dz
1366248259417608192,2,"India gears up for Jab;  India Today's @journoashutosh shares this ground report from #Gurugram on how the drive is taking place. 
#ITVideo #CoronaVaccines #Covaxin #Covishield https://t.co/O7szZtltT5"
1347519759613636608,2,"#PfizerBioNTech, Moderna and AstraZeneca #vaccines could be rolled out early next year. We asked experts to explain the key differences, and which could be the first to reach low-income countries"" @TRF_Stories.

Do also recommend - https://t.co/NjfaEUFHM6

https://t.co/8eX7cX3EEB"
1364744181550256129,2,"@AnitaOakville PM @JustinTrudeau confirms he will exceed his promise of 2M Moderna doses for the 1st Quarter. 

Updated vaccine Deliveries: #Moderna 
Week March 8th - 460k Moderna
Week of March 22nd - 840K Moderna

#Cdnpoli
https://t.co/NrYNuRYlvd"
1351281554593619974,2,"i am now a 5G Enabled bobcat

beep boop

#PfizerBioNTech"
1361798045843783688,2,"@FinancialTimes not so sure b/c ... ?

...DARPA funding development of implantable biochip...The chip is able to deploy experimental new #vaccine , developed jointly by #Moderna and U.S gov’t, that could change human DNA ?

able to “reprogram” mRNA aka “messenger ribonucleic acid” 

strange ?"
1373244769992900608,2,"@Koachkelly68 @parkrunUK Same here. Had mine this morning with the #OxfordAstraZeneca jab. Apart from a very slightly sore arm, I'm feeling fine."
1371073482008707073,2,@MayoClinic I was sick for days after 2nd shot of #Moderna shot. Fever body aches headaches ? whole body sore?
1376481760742019072,2,"#China on Saturday reported having administered more than 100 million doses of the #COVID19 vaccine so far across the country

Read more??https://t.co/6R60dfkFqY

#vaccine #Sinovac #Sinopharm https://t.co/TfxoOchSb9"
1366242037721223168,2,PM Modi Gets #Coronavirus Vaccine As Second Phase of Inoculation Begins In India | HW English #AIIMS #Covaxin #Featured #PMModi https://t.co/7NHWeWEZb6
1375903297954066432,2,"Who is eating alone today because Doug Ford and Trudeau Toronto Ontario Canada forced you to stay home #lockdown no family, no business, no church, no hope, no life #MentalHealth Order Russia #SputnikV Get out of Syria #COVID19 #spring #healthcare https://t.co/qSFuXZqD3c https://t.co/vDbUoYPqSr"
1384809013100023811,3,My mom finally got her 2nd dose of #Sinopharm vaccine. Her vaccination process is complete. She'll quarantine for another 2 weeks to develop life-time antibodies. No side effects so far! Get yourself vaccinated! Follow #SOPs Thank you #China #CovidVaccine #Covid_19 #Pakistan
1348130817424433159,3,"Buckle up buttercup, the second #PfizerBioNTech dose is a bear! My misgivings about very mild side effects with the first dose have now been alleviated! Sure beats the real thing, though... #COVID19 @VUMChealth"
1367141594592382977,3,"The @ottawacitizen, the voice of the US hedge fund - has mentioned #SputnikV, but like the rest of the Canadian media has never asked Trudeau why Canada will NOT order safe, cheap, and effective #SputnikV. https://t.co/8HThDp7wg3"
1374018951387168770,2,"@pakned43 @BBhuttoZardari He is in the opposition and raise the issue! His voice is heard, for a sindh they are also importing #SputnikV and Chinese vaccine which will be given free. 
If you have a better idea plz speak."
1350076539191361540,3,LOOK WHAT I GOT #PfizerBioNTech  #CovidVaccine #socialresponsibility #spaceballs https://t.co/ceHOKdcwJ7
1379009662234730497,3,"Parents took the second dose of #Covaxin today. Smooth process. Turnaround time of 2 hours. 

Can’t thank the healthcare professionals enough ?? https://t.co/k7wiR7H10O"
1348876916535787526,2,"A simple video comparing the 3 #covid vaccines currently available in the UK. The three Covid-19 vaccines are from Pfizer-BioNTech, the Uni of Oxford &amp; Astra-Zeneca and Moderna.

#COVIDVaccination #CovidVaccine #PfizerBioNTech #OxfordAstrazeneca #Moderna 

https://t.co/1yOg2PiQjH"
1371888896599031817,2,"24 hrs after 2nd #Moderna shot and I feel good. 2 hrs after shot I was fatigued with a little brain fog. No cough, fever or chills. Woke up today feeling ok. Arm sore with small skin rash/reaction around injection. Slight headache &amp; brain fog off/on.  All in all, I’m good. #vax https://t.co/LnQnqMeejA"
1373853402740887555,2,"@DixieBootsnwine Their plan all along #Gates #Eugenics
#WorldEconomicForum #KlausSchwab #CDC #NIH #NIAID #Fauci #BigPharma 
#Moderna #COVID19 #COVID?19 #COVID19Vaccine"
1382717264953110530,2,"ALL CALIFORNIANS 16+ ARE ELIGIBLE FOR THE COVID-19 VACCINE FROM APRIL 15, 2021. How and Where to Get Vaccinated(Part 2): 
#vaccine #covid_19 #covidvacccine #covid19 #coronaviruspandemic #coronavirus #pfizer #moderna #johnsonandjohnson #GetVaccinated https://t.co/veH8TMxDEk"
1364763426560516099,3,"Incredibly grateful to @YVFWC Miramar Health Clinic Pasco for prioritizing educators, despite state denial of need. The waiting room felt like a district-wide PLC. ???? #edchat #pln #COVID19 #Moderna #notthrowingawaymyshot https://t.co/lIq3fe0LXS"
1383293410581225475,2,"BIO-VACCINES: From the current production of 1 crore doses/month, the #Covaxin vaccine capacity will be doubled by May-June 2021 &amp; then increased nearly 6-7 fold up to 6-7 crore vaccine doses by July – August 2021.

More:  https://t.co/4w5JIx5PyU via @BioVoiceNews @BharatBiotech"
1359234371811737604,2,"Left the house in this 8° weather and crazy slick roads and got stuck!
(....In the arm. With my second #Moderna vaccine.) #vaccine https://t.co/gBK12n0LkL"
1380035745331650561,2,"#Covaxin Generally medicine used to cure illness, first time its being used to get vote, no names here"
1380596102978756609,2,"? Vaccine tracker Covid-19: Share of Injection by region and Moderna in Italy ??, up-to-date #vaccini #Moderna #COVID19 https://t.co/zbNKmB0DnX"
1372772715191410693,2,"Wealth Morning Mar.19th,2021
??Headline

#Pakistan received a #Chinese donation of 500,000 doses of #Sinopharm #vaccine, bringing the country's total supply to 1 million shots, Health Minister Faisal Sultan said.
https://t.co/DFmmFJxBOo
https://t.co/rFtvgRLkMA"
1380896335751155716,3,"@JohnTory EMBARRASSING Moscow Russia everything is open business as usual. Ontario Canada reporting 3813 cases of #COVID19 973 new cases in Toronto #lockdown Closed business, Church ,no family, No Hope #MentalHealth Canada get out of Syria #SputnikV 91.6% effective https://t.co/6AEPCVbmHL"
1378506901739208704,2,"2nd covid vaccine done 
#covidvaccination2021 
#covidvaccineday 
#moderna
#2ndDose https://t.co/77SFEjxrHy"
1359555731364712456,2,"Russia’s coronavirus death toll rises to 78,134 #Russia #Moscow #CoronaVac #SputnikV
https://t.co/LtLIAW2A9g https://t.co/WOv06aLd0z"
1381892071930298368,2,"#BREAKING
BIG VACCINE UPDATE
After approving #SputnikV,  more foreign vaccines are lively to be given emergency use authorization in India.Govt is looking to expand basket of vaccines in order to ramp up the #VaccinationDrive
(1/n)
#vaccineshortage #VaccinateEveryIndian"
1380892580435656705,2,"Ok, so feeling the arm soreness today but not too bad.  Still feel more tired than normal and dealing with nasal issues but just think that’s due to allergies more than anything.  So all in all not too awful but noticeable.  Hoping the second one is easier. #moderna"
1358285562805944325,2,@TheLancet article hugely boosted #SputnikV @sputnikvaccine vaccine image in the EU. We are already witnessing a race not only to procure it when approved by EMA but to produce it as well. #Germany #Austria #Slovakia all have shown interest in domestically producing it. #Russia
1372091774244651012,2,"@MailOnline ""Moderna starts COVID-19 vaccine trials on six-month-old babies""

2017 TED Talk by the CMO of #Moderna Therapeutics Tal Zaks on ""Rewriting the Genetic Code"" mRNA injections and ""hacking the software of life""

https://t.co/YgtQtxLdR7"
1377245745628127237,3,"You have more side effects from refined oils, alcohol &amp; smoke than a vaccine but nobody questions the side effects of them.. Got vaccinated #covaxin yesterday.. slight fatigue &amp; pain just like we would get after any vaccine.. if you are eligible,go ahead @ICMRDELHI https://t.co/PRqt7APyMD"
1362712346335059972,3,"Got my second #Moderna vaccine yesterday.  Feeling like I got run over by a truck today. ?? However, I'm so #grateful! #worthit #fullyvaccinated #thankful"
1377718573083324417,2,"If we call it the #FauciOuchie, surely anyone who gets Moderna has the right to call it the Dolly Dose. And wear a bandaid covered in rhinestones

#dollysose #moderna #dontthrowawayyourshot https://t.co/VzSDhPQuH9"
1382788660412682250,3,"@CP24 While Canada is forced to stay at home home #lockdown no family, no business, no school, drug abuse, violence, unemployment, no hope, no life, our government denies us the safe and available Russia Sputnik V #vaccine #COVID19 #mentalhealth #Jesus #SputnikV https://t.co/ti9WSHnRY4"
1373294150171435012,3,"Happy to say I received my first dose of the #moderna vaccine! 

4 months to go for the second ?

#COVID19 #vaccinated https://t.co/MYiDMGyuLJ"
1381980118097276930,2,"Ok, if you got sick after your second injection, when did it happen? #Moderna #phizer #JabToBeatCorona #vaccine"
1360303150431752195,2,"India supplies 23 million Covid-19 vaccines to 20 countries | Indiablooms - First Portal on Digital News Management https://t.co/TFs6RGaWoR #CoronavirusVaccine , #Covid19,  #Covaxin, #AstraZeneca, #CovishieldVaccine"
1358887812263776263,3,"@fordnation Doug Ford and Trudeau will not ask Russia to produce  #SputnikV vaccine 91.6% effective against #COVID19 in Ontario Canada, extend draconian #lockdown to destroy Family Business Church Life school Forcing stay at home  #mentalhealth https://t.co/Pvf1Nxr8SJ"
1372067846964965377,2,? ? got the vaccine for three fiddy if anyone wants ? #Moderna #COVID19 https://t.co/8w9q15NExz
1340552298494185474,1,"#Watch: Nurse Faints After Getting Pfizer-BioNTech’s Covid-19 Vaccine In US

#Pfizervaccine #PfizerBioNTech #COVID19 #coronavirus #vaccine #India #VaccinesWork https://t.co/1GmCMdMEvV"
1353427257587453953,3,Got my first dose of the #PfizerBioNTech #COVID19 #CoronavirusVaccine yesterday ? Side effects over the last 24 hours have been slightly achy arm. Antibody test the day before showed I had zero anti-SARS2-COV antibodies. Let’s see how many I have in a few weeks...
1365732548043800582,3,"Dr. Daniel Chirundu said took the #Sinopharm vaccine to protect himself, those he works with, and his clients. His vaccination also served as a cue to action among my subordinates and others who are now demanding it."
1385052543873650690,2,"https://t.co/hyoCVXADLT
They’re back!!!! ?=???????? ? It doesn’t matter what your views are, I’m sure you can relate to this in some way. ?? #LaughterIsGoodForTheSoul #Covid19 #Vaccine #Lol #Comedy #Acting #Actor #Actress #ActorLife #Skit #Pzifer #Moderna #JohnsonAndJohnson"
1381942413774749698,2,Has Kenya authorized #SputnikV? Good news! https://t.co/k8kfsy6J4C
1371934048461987840,2,"#Moderna trial ends 2023:
https://t.co/AU4mdHOOzo

#AstraZenica trial ends 2023:
https://t.co/gsZAExz4uW

#Pfizer trial ends 2023:
https://t.co/szsETuFtKm

- your personal life insurance is invalid
- holiday insurance is invalid

...want some more cheese, lab rat?"
1360015966516699138,2,"#Biden administration finalizes #deal for #200 #million #vaccine doses from #Pfizer, #Moderna https://t.co/kqxo70kOvZ"
1365752231019098118,1,"Russian woman after mRNA #SputnikV is very sick and terrified.
https://t.co/a7FUA0u41U"
1365331159916425218,2,"Moderna launches clinical trials to test new vaccine designed to combat COVID-19 variants. 

https://t.co/ApAyIPL6PO
#COVIDVaccine #Moderna #StaySafe"
1382642725883944968,1,"Yesterday, decided to test for antibodies, and I don’t have any ???? so looks like vax either didn’t work, or didn’t last. Test result (today) was 13.9 (anything above 15 is positive). Also, no more 3rd shots being offered. Oh well. #Sinopharm https://t.co/l6cgJDMTMb"
1340629848319004673,1,"As the #PfizerBioNTech vaccine is ""leaky"" or doesn't stop transmission and vaccinated people might shed more virus as a result, could a variant of COVID-19 that spreads be a result of this and lack of natural immunity from lockdowns?  https://t.co/HRq3RjxsQw"
1374237303518941188,2,"Having slept for pretty much two days, after my #CovidVaccine.  I thought I’d re-sync my body clock, by staying up all night, with all 4 hours of #ZackSnydersJusticeLeague, but after seeing a trailer for #RiverHunters, I’ve just watched the entire first series! #OxfordAstraZeneca"
1363153237331873792,2,"@paulie_paulie It was a British jab for British people :-)
#oxfordastrazeneca 
(Okay its made in Belgium, but it says Oxford in the title dammit!!)"
1381230101623345158,1,I got my #secondvaccination yesterday &amp; I feel awful ? #vaccinated #CovidVaccine #Moderna https://t.co/VVsFMuxwih
1382317723938603014,2,"As a pregnant person who is getting the #Moderna  #CovidVaccine today, does anyone know if there are any official studies I can enter myself into? #COVID19 #Covid #coronavirus #CoronaVaccine @moderna_tx"
1373687225418805253,3,Getting the #Moderna vax today! Worried about side effects but more excited to do my part to stop the damn spread. I had #COVID?19 in January and I do not recommend.
1382084181946155013,3,#Moderna says new data shows its #Covid vaccine is more than 90% effective against virus six months after second shot https://t.co/Whtvs8gqlh. #
1366213507276922884,2,"#Covaxin
My PM ??
https://t.co/c0aL5t38p3 https://t.co/ZTYJKsTSUR"
1370057249943560192,2,"@AmmU_MaanU @poopoonga If I'm not mistaken, Phase 3 data of #Covaxin is out in public.

https://t.co/QNaLpvjdUX"
1362266865788203011,3,"#HongKong fast tracks #China's #Sinovac #Vaccine approval https://t.co/QKYJVINNcs 

#Pandemic"
1372377060060983297,2,"@ndtv Despite highest recovery rate than rest of world and Vaccines #Covishield #COVAXIN  invented and administerd on war footing with much fanfare, the situation is still 
 alarming,means Vaccines are not efficacious to contain #coronavirus and it was all drama to pacify the outcry."
1381213805405822976,2,"#SputnikV #lockdown #aespa #cancelboardexam2021 #cryptocurrency #dogecoin #Ethereum #ElonMusk #Eurovision #ENHYPEN #FearlessTaylorsVersion #GrandNational #HeySayJUMP #HouseOfFameGR #JasminBhasin #KKRvsSRH 
Horoscope of English:
https://t.co/pVp5NyxkE5

https://t.co/fVG1HUzdtB https://t.co/5cpuRG495v"
1360208820899778568,2,Had my 2nd #moderna shot yesterday. I am off today and in anticipation of having possible negative side effects decided sending K to daycare was a good idea. DH has made me feel so guilty for being off and sending him. I don’t know that he means to but ugh. I’m going back to bed.
1381563383498076163,2,"If approved, #SputnikV will be the third COVID-19 vaccine to be available in India https://t.co/X9iDmnyFtc"
